Start Time:	10/24/2014 3:33:48 PM
Units:	Deg C
Thermocouple:	J
Device:	019811EA
Logging Interval:	1 second(s)
Description:	Warmed water to 66deg C using heating mantle, returned to room temp at 3:33:00 PM. Measured with no lid and thermocouple in,


Time	Temp
3:37:59 PM	37.4
3:38:00 PM	37.4
3:38:01 PM	37.4
3:38:02 PM	37.4
3:38:03 PM	37.4
3:38:04 PM	37.3
3:38:05 PM	37.3
3:38:06 PM	37.3
3:38:07 PM	37.3
3:38:08 PM	37.3
3:38:09 PM	37.2
3:38:10 PM	37.2
3:38:11 PM	37.2
3:38:12 PM	37.2
3:38:13 PM	37.2
3:38:14 PM	37.2
3:38:15 PM	37.1
3:38:16 PM	37.1
3:38:17 PM	37.1
3:38:18 PM	37.1
3:38:19 PM	37.1
3:38:20 PM	37.0
3:38:21 PM	37.0
3:38:22 PM	37.0
3:38:23 PM	37.0
3:38:24 PM	37.0
3:38:25 PM	37.0
3:38:26 PM	36.9
3:38:27 PM	36.9
3:38:28 PM	36.9
3:38:29 PM	36.9
3:38:30 PM	36.9
3:38:31 PM	36.8
3:38:32 PM	36.8
3:38:33 PM	36.8
3:38:34 PM	36.8
3:38:35 PM	36.8
3:38:36 PM	36.8
3:38:38 PM	36.8
3:38:39 PM	36.7
3:38:40 PM	36.7
3:38:41 PM	36.7
3:38:42 PM	36.7
3:38:43 PM	36.7
3:38:44 PM	36.6
3:38:45 PM	36.6
3:38:46 PM	36.6
3:38:47 PM	36.6
3:38:48 PM	36.6
3:38:49 PM	36.6
3:38:50 PM	36.5
3:38:51 PM	36.5
3:38:52 PM	36.5
3:38:53 PM	36.5
3:38:54 PM	36.5
3:38:55 PM	36.5
3:38:56 PM	36.4
3:38:57 PM	36.4
3:38:58 PM	36.4
3:38:59 PM	36.3
3:39:00 PM	36.3
3:39:01 PM	36.4
3:39:02 PM	36.3
3:39:03 PM	36.3
3:39:04 PM	36.3
3:39:05 PM	36.3
3:39:06 PM	36.2
3:39:07 PM	36.3
3:39:08 PM	36.2
3:39:09 PM	36.2
3:39:10 PM	36.2
3:39:11 PM	36.2
3:39:12 PM	36.2
3:39:13 PM	36.2
3:39:14 PM	36.1
3:39:15 PM	36.1
3:39:16 PM	36.1
3:39:17 PM	36.1
3:39:18 PM	36.1
3:39:19 PM	36.0
3:39:20 PM	36.0
3:39:21 PM	36.0
3:39:22 PM	36.0
3:39:23 PM	35.9
3:39:24 PM	36.0
3:39:25 PM	35.9
3:39:26 PM	35.9
3:39:27 PM	35.9
3:39:28 PM	35.9
3:39:29 PM	35.9
3:39:30 PM	35.8
3:39:31 PM	35.8
3:39:32 PM	35.8
3:39:33 PM	35.8
3:39:34 PM	35.8
3:39:35 PM	35.7
3:39:36 PM	35.7
3:39:37 PM	35.8
3:39:38 PM	35.8
3:39:39 PM	35.7
3:39:40 PM	35.7
3:39:41 PM	35.7
3:39:42 PM	35.6
3:39:43 PM	35.6
3:39:44 PM	35.6
3:39:45 PM	35.6
3:39:46 PM	35.6
3:39:47 PM	35.6
3:39:48 PM	35.6
3:39:50 PM	35.5
3:39:51 PM	35.5
3:39:52 PM	35.5
3:39:53 PM	35.5
3:39:54 PM	35.5
3:39:55 PM	35.5
3:39:56 PM	35.4
3:39:57 PM	35.4
3:39:58 PM	35.4
3:39:59 PM	35.4
3:40:00 PM	35.4
3:40:01 PM	35.4
3:40:02 PM	35.3
3:40:03 PM	35.3
3:40:04 PM	35.3
3:40:05 PM	35.3
3:40:06 PM	35.3
3:40:07 PM	35.3
3:40:08 PM	35.3
3:40:09 PM	35.2
3:40:10 PM	35.2
3:40:11 PM	35.2
3:40:12 PM	35.2
3:40:13 PM	35.2
3:40:14 PM	35.2
3:40:15 PM	35.2
3:40:16 PM	35.1
3:40:17 PM	35.1
3:40:18 PM	35.1
3:40:19 PM	35.1
3:40:20 PM	35.1
3:40:21 PM	35.1
3:40:22 PM	35.1
3:40:23 PM	35.0
3:40:24 PM	35.0
3:40:25 PM	35.0
3:40:26 PM	35.0
3:40:27 PM	35.0
3:40:28 PM	35.0
3:40:29 PM	34.9
3:40:30 PM	34.9
3:40:31 PM	34.9
3:40:32 PM	34.9
3:40:33 PM	34.9
3:40:34 PM	34.9
3:40:35 PM	34.9
3:40:36 PM	34.8
3:40:37 PM	34.8
3:40:38 PM	34.8
3:40:39 PM	34.8
3:40:40 PM	34.8
3:40:41 PM	34.8
3:40:42 PM	34.8
3:40:43 PM	34.7
3:40:44 PM	34.7
3:40:45 PM	34.7
3:40:46 PM	34.7
3:40:47 PM	34.7
3:40:48 PM	34.7
3:40:49 PM	34.7
3:40:50 PM	34.6
3:40:51 PM	34.6
3:40:52 PM	34.6
3:40:53 PM	34.6
3:40:54 PM	34.6
3:40:55 PM	34.6
3:40:56 PM	34.6
3:40:57 PM	34.5
3:40:58 PM	34.5
3:40:59 PM	34.5
3:41:00 PM	34.5
3:41:02 PM	34.5
3:41:03 PM	34.5
3:41:04 PM	34.5
3:41:05 PM	34.4
3:41:06 PM	34.4
3:41:07 PM	34.4
3:41:08 PM	34.4
3:41:09 PM	34.4
3:41:10 PM	34.4
3:41:11 PM	34.3
3:41:12 PM	34.3
3:41:13 PM	34.3
3:41:14 PM	34.3
3:41:15 PM	34.3
3:41:16 PM	34.3
3:41:17 PM	34.3
3:41:18 PM	34.3
3:41:19 PM	34.2
3:41:20 PM	34.2
3:41:21 PM	34.2
3:41:22 PM	34.2
3:41:23 PM	34.2
3:41:24 PM	34.2
3:41:25 PM	34.2
3:41:26 PM	34.1
3:41:27 PM	34.1
3:41:28 PM	34.1
3:41:29 PM	34.1
3:41:30 PM	34.1
3:41:31 PM	34.1
3:41:32 PM	34.1
3:41:33 PM	34.0
3:41:34 PM	34.0
3:41:35 PM	34.0
3:41:36 PM	34.0
3:41:37 PM	34.0
3:41:38 PM	34.0
3:41:39 PM	34.0
3:41:40 PM	33.9
3:41:41 PM	33.9
3:41:42 PM	33.9
3:41:43 PM	33.9
3:41:44 PM	33.9
3:41:45 PM	33.9
3:41:46 PM	33.9
3:41:47 PM	33.8
3:41:48 PM	33.8
3:41:49 PM	33.8
3:41:50 PM	33.8
3:41:51 PM	33.8
3:41:52 PM	33.8
3:41:53 PM	33.8
3:41:54 PM	33.8
3:41:55 PM	33.7
3:41:56 PM	33.7
3:41:57 PM	33.7
3:41:58 PM	33.7
3:41:59 PM	33.7
3:42:00 PM	33.7
3:42:01 PM	33.7
3:42:02 PM	33.7
3:42:03 PM	33.6
3:42:04 PM	33.6
3:42:05 PM	33.6
3:42:06 PM	33.6
3:42:07 PM	33.6
3:42:08 PM	33.6
3:42:09 PM	33.6
3:42:10 PM	33.5
3:42:11 PM	33.5
3:42:12 PM	33.5
3:42:13 PM	33.5
3:42:15 PM	33.5
3:42:16 PM	33.5
3:42:17 PM	33.5
3:42:18 PM	33.5
3:42:19 PM	33.4
3:42:20 PM	33.4
3:42:21 PM	33.4
3:42:22 PM	33.4
3:42:23 PM	33.4
3:42:24 PM	33.4
3:42:25 PM	33.4
3:42:26 PM	33.4
3:42:27 PM	33.3
3:42:28 PM	33.3
3:42:29 PM	33.3
3:42:30 PM	33.3
3:42:31 PM	33.3
3:42:32 PM	33.3
3:42:33 PM	33.3
3:42:34 PM	33.2
3:42:35 PM	33.2
3:42:36 PM	33.2
3:42:37 PM	33.2
3:42:38 PM	33.2
3:42:39 PM	33.2
3:42:40 PM	33.2
3:42:41 PM	33.2
3:42:42 PM	33.2
3:42:43 PM	33.1
3:42:44 PM	33.1
3:42:45 PM	33.1
3:42:46 PM	33.1
3:42:47 PM	33.1
3:42:48 PM	33.1
3:42:49 PM	33.1
3:42:50 PM	33.0
3:42:51 PM	33.0
3:42:52 PM	33.0
3:42:53 PM	33.0
3:42:54 PM	33.0
3:42:55 PM	33.0
3:42:56 PM	33.0
3:42:57 PM	33.0
3:42:58 PM	32.9
3:42:59 PM	32.9
3:43:00 PM	32.9
3:43:01 PM	32.9
3:43:02 PM	32.9
3:43:03 PM	32.9
3:43:04 PM	32.9
3:43:05 PM	32.9
3:43:06 PM	32.8
3:43:07 PM	32.9
3:43:08 PM	32.8
3:43:09 PM	32.8
3:43:10 PM	32.9
3:43:11 PM	32.8
3:43:12 PM	32.8
3:43:13 PM	32.8
3:43:14 PM	32.7
3:43:15 PM	32.7
3:43:16 PM	32.7
3:43:17 PM	32.8
3:43:18 PM	32.7
3:43:19 PM	32.7
3:43:20 PM	32.7
3:43:21 PM	32.6
3:43:22 PM	32.6
3:43:23 PM	32.6
3:43:24 PM	32.6
3:43:25 PM	32.7
3:43:27 PM	32.6
3:43:28 PM	32.6
3:43:29 PM	32.6
3:43:30 PM	32.5
3:43:31 PM	32.5
3:43:32 PM	32.6
3:43:33 PM	32.6
3:43:34 PM	32.5
3:43:35 PM	32.5
3:43:36 PM	32.5
3:43:37 PM	32.5
3:43:38 PM	32.4
3:43:39 PM	32.5
3:43:40 PM	32.5
3:43:41 PM	32.4
3:43:42 PM	32.5
3:43:43 PM	32.4
3:43:44 PM	32.4
3:43:45 PM	32.4
3:43:46 PM	32.4
3:43:47 PM	32.4
3:43:48 PM	32.4
3:43:49 PM	32.4
3:43:50 PM	32.4
3:43:51 PM	32.4
3:43:52 PM	32.3
3:43:53 PM	32.3
3:43:54 PM	32.3
3:43:55 PM	32.3
3:43:56 PM	32.3
3:43:57 PM	32.3
3:43:58 PM	32.3
3:43:59 PM	32.3
3:44:00 PM	32.2
3:44:01 PM	32.2
3:44:02 PM	32.2
3:44:03 PM	32.2
3:44:04 PM	32.2
3:44:05 PM	32.2
3:44:06 PM	32.2
3:44:07 PM	32.2
3:44:08 PM	32.1
3:44:09 PM	32.1
3:44:10 PM	32.1
3:44:11 PM	32.1
3:44:12 PM	32.1
3:44:13 PM	32.1
3:44:14 PM	32.1
3:44:15 PM	32.1
3:44:16 PM	32.0
3:44:17 PM	32.0
3:44:18 PM	32.0
3:44:19 PM	32.0
3:44:20 PM	32.0
3:44:21 PM	32.0
3:44:22 PM	32.0
3:44:23 PM	32.0
3:44:24 PM	32.0
3:44:25 PM	31.9
3:44:26 PM	31.9
3:44:27 PM	31.9
3:44:28 PM	31.9
3:44:29 PM	31.9
3:44:30 PM	31.9
3:44:31 PM	31.9
3:44:32 PM	31.9
3:44:33 PM	31.9
3:44:34 PM	31.8
3:44:35 PM	31.8
3:44:36 PM	31.8
3:44:37 PM	31.8
3:44:39 PM	31.8
3:44:40 PM	31.8
3:44:41 PM	31.8
3:44:42 PM	31.8
3:44:43 PM	31.8
3:44:44 PM	31.7
3:44:45 PM	31.7
3:44:46 PM	31.7
3:44:47 PM	31.7
3:44:48 PM	31.7
3:44:49 PM	31.7
3:44:50 PM	31.7
3:44:51 PM	31.7
3:44:52 PM	31.6
3:44:53 PM	31.6
3:44:54 PM	31.6
3:44:55 PM	31.6
3:44:56 PM	31.6
3:44:57 PM	31.6
3:44:58 PM	31.6
3:44:59 PM	31.6
3:45:00 PM	31.6
3:45:01 PM	31.5
3:45:02 PM	31.5
3:45:03 PM	31.5
3:45:04 PM	31.5
3:45:05 PM	31.5
3:45:06 PM	31.5
3:45:07 PM	31.5
3:45:08 PM	31.5
3:45:09 PM	31.5
3:45:10 PM	31.4
3:45:11 PM	31.4
3:45:12 PM	31.4
3:45:13 PM	31.4
3:45:14 PM	31.4
3:45:15 PM	31.4
3:45:16 PM	31.4
3:45:17 PM	31.4
3:45:18 PM	31.4
3:45:19 PM	31.4
3:45:20 PM	31.3
3:45:21 PM	31.4
3:45:22 PM	31.3
3:45:23 PM	31.3
3:45:24 PM	31.4
3:45:25 PM	31.3
3:45:26 PM	31.3
3:45:27 PM	31.3
3:45:28 PM	31.2
3:45:29 PM	31.2
3:45:30 PM	31.3
3:45:31 PM	31.3
3:45:32 PM	31.2
3:45:33 PM	31.3
3:45:34 PM	31.2
3:45:35 PM	31.2
3:45:36 PM	31.2
3:45:37 PM	31.2
3:45:38 PM	31.2
3:45:39 PM	31.1
3:45:40 PM	31.2
3:45:41 PM	31.1
3:45:42 PM	31.2
3:45:43 PM	31.1
3:45:44 PM	31.1
3:45:45 PM	31.1
3:45:46 PM	31.1
3:45:47 PM	31.1
3:45:48 PM	31.1
3:45:49 PM	31.1
3:45:51 PM	31.1
3:45:52 PM	31.1
3:45:53 PM	31.0
3:45:54 PM	31.0
3:45:55 PM	31.0
3:45:56 PM	31.0
3:45:57 PM	31.0
3:45:58 PM	31.0
3:45:59 PM	31.0
3:46:00 PM	31.0
3:46:01 PM	31.0
3:46:02 PM	30.9
3:46:03 PM	30.9
3:46:04 PM	30.9
3:46:05 PM	30.9
3:46:06 PM	30.9
3:46:07 PM	30.9
3:46:08 PM	30.9
3:46:09 PM	30.9
3:46:10 PM	30.9
3:46:11 PM	30.8
3:46:12 PM	30.8
3:46:13 PM	30.8
3:46:14 PM	30.8
3:46:15 PM	30.8
3:46:16 PM	30.8
3:46:17 PM	30.8
3:46:18 PM	30.8
3:46:19 PM	30.8
3:46:20 PM	30.8
3:46:21 PM	30.7
3:46:22 PM	30.7
3:46:23 PM	30.7
3:46:24 PM	30.7
3:46:25 PM	30.7
3:46:26 PM	30.7
3:46:27 PM	30.7
3:46:28 PM	30.7
3:46:29 PM	30.7
3:46:30 PM	30.6
3:46:31 PM	30.6
3:46:32 PM	30.6
3:46:33 PM	30.6
3:46:34 PM	30.6
3:46:35 PM	30.6
3:46:36 PM	30.6
3:46:37 PM	30.6
3:46:38 PM	30.6
3:46:39 PM	30.6
3:46:40 PM	30.6
3:46:41 PM	30.5
3:46:42 PM	30.5
3:46:43 PM	30.5
3:46:44 PM	30.5
3:46:45 PM	30.5
3:46:46 PM	30.5
3:46:47 PM	30.5
3:46:48 PM	30.5
3:46:49 PM	30.5
3:46:50 PM	30.4
3:46:51 PM	30.4
3:46:52 PM	30.4
3:46:53 PM	30.4
3:46:54 PM	30.4
3:46:55 PM	30.4
3:46:56 PM	30.4
3:46:57 PM	30.4
3:46:58 PM	30.4
3:46:59 PM	30.4
3:47:00 PM	30.3
3:47:01 PM	30.3
3:47:03 PM	30.3
3:47:04 PM	30.3
3:47:05 PM	30.3
3:47:06 PM	30.3
3:47:07 PM	30.3
3:47:08 PM	30.3
3:47:09 PM	30.3
3:47:10 PM	30.3
3:47:11 PM	30.2
3:47:12 PM	30.2
3:47:13 PM	30.3
3:47:14 PM	30.2
3:47:15 PM	30.2
3:47:16 PM	30.3
3:47:17 PM	30.2
3:47:18 PM	30.2
3:47:19 PM	30.2
3:47:20 PM	30.2
3:47:21 PM	30.2
3:47:22 PM	30.2
3:47:23 PM	30.1
3:47:24 PM	30.2
3:47:25 PM	30.2
3:47:26 PM	30.2
3:47:27 PM	30.1
3:47:28 PM	30.1
3:47:29 PM	30.1
3:47:30 PM	30.1
3:47:31 PM	30.1
3:47:32 PM	30.1
3:47:33 PM	30.1
3:47:34 PM	30.1
3:47:35 PM	30.1
3:47:36 PM	30.0
3:47:37 PM	30.0
3:47:38 PM	30.0
3:47:39 PM	30.0
3:47:40 PM	30.0
3:47:41 PM	30.0
3:47:42 PM	30.0
3:47:43 PM	30.0
3:47:44 PM	30.0
3:47:45 PM	30.0
3:47:46 PM	30.0
3:47:47 PM	29.9
3:47:48 PM	29.9
3:47:49 PM	29.9
3:47:50 PM	29.9
3:47:51 PM	29.9
3:47:52 PM	29.9
3:47:53 PM	29.9
3:47:54 PM	29.9
3:47:55 PM	29.9
3:47:56 PM	29.9
3:47:57 PM	29.9
3:47:58 PM	29.8
3:47:59 PM	29.8
3:48:00 PM	29.8
3:48:01 PM	29.8
3:48:02 PM	29.8
3:48:03 PM	29.8
3:48:04 PM	29.8
3:48:05 PM	29.8
3:48:06 PM	29.8
3:48:07 PM	29.8
3:48:08 PM	29.8
3:48:09 PM	29.7
3:48:10 PM	29.7
3:48:11 PM	29.7
3:48:12 PM	29.7
3:48:13 PM	29.7
3:48:14 PM	29.7
3:48:16 PM	29.7
3:48:17 PM	29.7
3:48:18 PM	29.7
3:48:19 PM	29.7
3:48:20 PM	29.6
3:48:21 PM	29.6
3:48:22 PM	29.6
3:48:23 PM	29.6
3:48:24 PM	29.6
3:48:25 PM	29.6
3:48:26 PM	29.6
3:48:27 PM	29.6
3:48:28 PM	29.6
3:48:29 PM	29.6
3:48:30 PM	29.6
3:48:31 PM	29.5
3:48:32 PM	29.5
3:48:33 PM	29.5
3:48:34 PM	29.5
3:48:35 PM	29.5
3:48:36 PM	29.5
3:48:37 PM	29.5
3:48:38 PM	29.5
3:48:39 PM	29.5
3:48:40 PM	29.5
3:48:41 PM	29.5
3:48:42 PM	29.4
3:48:43 PM	29.4
3:48:44 PM	29.4
3:48:45 PM	29.4
3:48:46 PM	29.4
3:48:47 PM	29.4
3:48:48 PM	29.4
3:48:49 PM	29.4
3:48:50 PM	29.4
3:48:51 PM	29.4
3:48:52 PM	29.4
3:48:53 PM	29.4
3:48:54 PM	29.3
3:48:55 PM	29.3
3:48:56 PM	29.3
3:48:57 PM	29.3
3:48:58 PM	29.3
3:48:59 PM	29.3
3:49:00 PM	29.3
3:49:01 PM	29.3
3:49:02 PM	29.3
3:49:03 PM	29.3
3:49:04 PM	29.3
3:49:05 PM	29.2
3:49:06 PM	29.2
3:49:07 PM	29.2
3:49:08 PM	29.2
3:49:09 PM	29.2
3:49:10 PM	29.2
3:49:11 PM	29.2
3:49:12 PM	29.2
3:49:13 PM	29.2
3:49:14 PM	29.2
3:49:15 PM	29.2
3:49:16 PM	29.1
3:49:17 PM	29.1
3:49:18 PM	29.1
3:49:19 PM	29.1
3:49:20 PM	29.1
3:49:21 PM	29.1
3:49:22 PM	29.1
3:49:23 PM	29.1
3:49:24 PM	29.1
3:49:25 PM	29.1
3:49:26 PM	29.1
3:49:28 PM	29.1
3:49:29 PM	29.0
3:49:30 PM	29.0
3:49:31 PM	29.0
3:49:32 PM	29.0
3:49:33 PM	29.0
3:49:34 PM	29.0
3:49:35 PM	29.0
3:49:36 PM	29.0
3:49:37 PM	29.0
3:49:38 PM	29.0
3:49:39 PM	28.9
3:49:40 PM	28.9
3:49:41 PM	28.9
3:49:42 PM	28.9
3:49:43 PM	28.9
3:49:44 PM	28.9
3:49:45 PM	28.9
3:49:46 PM	28.9
3:49:47 PM	28.9
3:49:48 PM	28.9
3:49:49 PM	28.9
3:49:50 PM	28.9
3:49:51 PM	28.8
3:49:52 PM	28.8
3:49:53 PM	28.8
3:49:54 PM	28.9
3:49:55 PM	28.8
3:49:56 PM	28.8
3:49:57 PM	28.9
3:49:58 PM	28.8
3:49:59 PM	28.8
3:50:00 PM	28.8
3:50:01 PM	28.8
3:50:02 PM	28.8
3:50:03 PM	28.8
3:50:04 PM	28.7
3:50:05 PM	28.8
3:50:06 PM	28.7
3:50:07 PM	28.7
3:50:08 PM	28.7
3:50:09 PM	28.8
3:50:10 PM	28.7
3:50:11 PM	28.7
3:50:12 PM	28.7
3:50:13 PM	28.7
3:50:14 PM	28.7
3:50:15 PM	28.7
3:50:16 PM	28.7
3:50:17 PM	28.6
3:50:18 PM	28.7
3:50:19 PM	28.7
3:50:20 PM	28.7
3:50:21 PM	28.6
3:50:22 PM	28.7
3:50:23 PM	28.6
3:50:24 PM	28.6
3:50:25 PM	28.6
3:50:26 PM	28.6
3:50:27 PM	28.6
3:50:28 PM	28.6
3:50:29 PM	28.6
3:50:30 PM	28.6
3:50:31 PM	28.6
3:50:32 PM	28.6
3:50:33 PM	28.6
3:50:34 PM	28.6
3:50:35 PM	28.5
3:50:36 PM	28.5
3:50:37 PM	28.5
3:50:38 PM	28.5
3:50:40 PM	28.5
3:50:41 PM	28.5
3:50:42 PM	28.5
3:50:43 PM	28.5
3:50:44 PM	28.5
3:50:45 PM	28.5
3:50:46 PM	28.5
3:50:47 PM	28.5
3:50:48 PM	28.4
3:50:49 PM	28.4
3:50:50 PM	28.4
3:50:51 PM	28.4
3:50:52 PM	28.4
3:50:53 PM	28.4
3:50:54 PM	28.4
3:50:55 PM	28.4
3:50:56 PM	28.4
3:50:57 PM	28.4
3:50:58 PM	28.4
3:50:59 PM	28.4
3:51:00 PM	28.3
3:51:01 PM	28.3
3:51:02 PM	28.3
3:51:03 PM	28.3
3:51:04 PM	28.3
3:51:05 PM	28.3
3:51:06 PM	28.3
3:51:07 PM	28.3
3:51:08 PM	28.3
3:51:09 PM	28.3
3:51:10 PM	28.3
3:51:11 PM	28.3
3:51:12 PM	28.2
3:51:13 PM	28.2
3:51:14 PM	28.2
3:51:15 PM	28.2
3:51:16 PM	28.2
3:51:17 PM	28.2
3:51:18 PM	28.2
3:51:19 PM	28.2
3:51:20 PM	28.2
3:51:21 PM	28.2
3:51:22 PM	28.2
3:51:23 PM	28.2
3:51:24 PM	28.2
3:51:25 PM	28.1
3:51:26 PM	28.1
3:51:27 PM	28.1
3:51:28 PM	28.1
3:51:29 PM	28.1
3:51:30 PM	28.1
3:51:31 PM	28.1
3:51:32 PM	28.1
3:51:33 PM	28.1
3:51:34 PM	28.1
3:51:35 PM	28.1
3:51:36 PM	28.1
3:51:37 PM	28.0
3:51:38 PM	28.0
3:51:39 PM	28.0
